epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc,stale_epochs
1,0.4982394994194828,0.8076479129730034,0.08435604219015648,0.11375470417705597,0.8121354491913083,1,0.8076479129730034,0
2,0.28883863885456057,0.8088496845934141,0.07887435770423165,0.10679038824448732,0.8150098027586337,2,0.8088496845934141,0
3,0.24202056596083427,0.8024720230973132,0.08586685065861752,0.11251404219094713,0.8096280806250944,2,0.8088496845934141,1
4,0.22537058002468366,0.812586818440252,0.0821138841290947,0.11099170522196466,0.8162998411294957,4,0.812586818440252,0
5,0.21481453616227678,0.8058472289586968,0.08627651546471546,0.1125322757081488,0.8309591512695906,4,0.812586818440252,1
6,0.20244392574723089,0.7981630777094106,0.09110330088794898,0.12023398979495323,0.8055635660965682,4,0.812586818440252,2
7,0.18351674157736905,0.8248590766289887,0.07705839290976275,0.10564535669396269,0.8275970167466956,7,0.8248590766289887,0
8,0.1778182206091596,0.79663229373397,0.0811398884146198,0.11147771040468579,0.8046133453727363,7,0.8248590766289887,1
9,0.16857711136785905,0.8004695930408668,0.08452327971907296,0.1124319094033374,0.8035830975566458,7,0.8248590766289887,2
10,0.16146412625241635,0.7906915166284402,0.08777898745091055,0.11628783082019034,0.8079742570348304,7,0.8248590766289887,3
11,0.15336531578604853,0.8115324098840765,0.07932011950403654,0.10870029328160502,0.8161969843274687,7,0.8248590766289887,4
12,0.14798308597571813,0.8210571332462885,0.07937987828517043,0.10860887559845822,0.8215261172733325,7,0.8248590766289887,5
13,0.13404421775198694,0.8064039437518207,0.07957748466241585,0.10765269026528651,0.8092742868690871,7,0.8248590766289887,6
